Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0554	Darumaka	dɑːɹuːˈmɑːkə	n/a	darumakka	n/a	Darumarond	n/a	Darumaka	n/a	Flampion	n/a	Darumaka	n/a	Dalmakhwa	n/a	Huǒhóngbùdǎowēng	n/a	{'Darmanitan'}	2	2a	False	False	[('Fire',), ('Ice',)]	82.7	37.5	24	0.6	50.0	50.0	70	90	45	15	45	50	315	"/wiki/Darumaka_(Pok%C3%A9mon)"
0555	Darmanitan	dɑːɹˈmænɪtæn	Darumaka	hihidaruma	darumakka	Darumacho	Darumarond	Darmanitan	Darumaka	Flampivian	Flampion	Darmanitan	Darumaka	Bulbidalma	Dalmakhwa	Dámófèifèi	Huǒhóngbùdǎowēng	n/a	2	2b	False	False	[('Fire', 'Psychic'), ('Ice', 'Fire'), ('Fire',), ('Ice',)]	204.8	92.9	51	1.3	50.0	50.0	105	140	55	30	55	95	480	"/wiki/Darmanitan_(Pok%C3%A9mon)"
0556	Maractus	məˈɹæktəs	n/a	marakatchi	n/a	Maracachi	n/a	Maractus	n/a	Maracamba	n/a	Maractus	n/a	Maracacchi	n/a	Shālíngxiānrénzhǎng	n/a	n/a	1	1a	False	False	[('Grass',)]	61.7	28.0	39	1.0	50.0	50.0	75	86	67	106	67	60	461	"/wiki/Maractus_(Pok%C3%A9mon)"
0557	Dwebble	ˈdwɛbəl	n/a	ishizumai	n/a	Crabicoque	n/a	Dwebble	n/a	Lithomith	n/a	Dwebble	n/a	Dolsari	n/a	Shíjūxiè	n/a	{'Crustle'}	2	2a	False	False	[('Bug', 'Rock')]	32.0	14.5	12	0.3	50.0	50.0	50	65	85	35	35	55	325	"/wiki/Dwebble_(Pok%C3%A9mon)"
0558	Crustle	ˈkɹʌstəl	Dwebble	iwaparesu	ishizumai	Crabaraque	Crabicoque	Crustle	Dwebble	Castellith	Lithomith	Crustle	Dwebble	Ampalace	Dolsari	Yándiànjūxiè	Shíjūxiè	n/a	2	2b	False	False	[('Bug', 'Rock')]	440.9	200.0	55	1.4	50.0	50.0	70	95	125	65	75	45	475	"/wiki/Crustle_(Pok%C3%A9mon)"
0559	Scraggy	ˈskɹæɡiː	n/a	zuruggu	n/a	Baggiguane	n/a	Scraggy	n/a	Zurrokex	n/a	Scraggy	n/a	Gonyulraeng	n/a	Huáhuáxiǎozi	n/a	{'Scrafty'}	2	2a	False	False	[('Dark', 'Fighting')]	26.0	11.8	24	0.6	50.0	50.0	50	75	70	35	70	48	348	"/wiki/Scraggy_(Pok%C3%A9mon)"
0560	Scrafty	ˈskɹæftiː	Scraggy	zuruzukin	zuruggu	Baggaïd	Baggiguane	Scrafty	Scraggy	Irokex	Zurrokex	Scrafty	Scraggy	Gonyulgeoni	Gonyulraeng	Tóujīnhùnhun	Huáhuáxiǎozi	n/a	2	2b	False	False	[('Dark', 'Fighting')]	66.1	30.0	43	1.1	50.0	50.0	65	90	115	45	115	58	488	"/wiki/Scrafty_(Pok%C3%A9mon)"
0561	Sigilyph	ˈsɪdʒəlɪf	n/a	shinboraa	n/a	Cryptéro	n/a	Sigilyph	n/a	Symvolara	n/a	Sigilyph	n/a	Symboler	n/a	Xiàngzhēngniǎo	n/a	n/a	1	1a	False	False	[('Psychic', 'Flying')]	30.9	14.0	55	1.4	50.0	50.0	72	58	80	103	80	97	490	"/wiki/Sigilyph_(Pok%C3%A9mon)"
0562	Yamask	ˈjɑːmæsk	n/a	desumasu	n/a	Tutafeh	n/a	Yamask	n/a	Makabaja	n/a	Yamask	n/a	Desumasu	n/a	Kūkūmiànjù	n/a	{'Cofagrigus', 'Runerigus'}	2	2a	False	False	[('Ground', 'Ghost'), ('Ghost',)]	3.3	1.5	20	0.5	50.0	50.0	38	30	85	55	65	30	303	"/wiki/Yamask_(Pok%C3%A9mon)"
0563	Cofagrigus	ˌkɑːfəˈɡɹiːɡəs	Yamask	desukaan	desumasu	Tutankafer	Tutafeh	Cofagrigus	Yamask	Echnatoll	Makabaja	Cofagrigus	Yamask	Desunikan	Desumasu	Sǐshénguān	Kūkūmiànjù	n/a	2	2b	False	False	[('Ghost',)]	168.7	76.5	67	1.7	50.0	50.0	58	50	145	95	105	30	483	"/wiki/Cofagrigus_(Pok%C3%A9mon)"
0564	Tirtouga	tɪɹˈtuːɡə	n/a	purotooga	n/a	Carapagos	n/a	Tirtouga	n/a	Galapaflos	n/a	Tirtouga	n/a	Protoga	n/a	Yuángàihǎiguī	n/a	{'Carracosta'}	2	2a	False	False	[('Water', 'Rock')]	36.4	16.5	28	0.7	87.5	12.5	54	78	103	53	45	22	355	"/wiki/Tirtouga_(Pok%C3%A9mon)"
0565	Carracosta	ˌkɑːɹəˈkɑːstə	Tirtouga	abagoora	purotooga	Mégapagos	Carapagos	Carracosta	Tirtouga	Karippas	Galapaflos	Carracosta	Tirtouga	Neukgolra	Protoga	Lèigǔhǎiguī	Yuángàihǎiguī	n/a	2	2b	False	False	[('Water', 'Rock')]	178.6	81.0	47	1.2	87.5	12.5	74	108	133	83	65	32	495	"/wiki/Carracosta_(Pok%C3%A9mon)"
0566	Archen	ˈɑːɹkən	n/a	aaken	n/a	Arkéapti	n/a	Archen	n/a	Flapteryx	n/a	Archen	n/a	Aken	n/a	Shǐzǔxiǎoniǎo	n/a	{'Archeops'}	2	2a	False	False	[('Rock', 'Flying')]	20.9	9.5	20	0.5	87.5	12.5	55	112	45	74	45	70	401	"/wiki/Archen_(Pok%C3%A9mon)"
0567	Archeops	ˈɑːɹkiːɑːps	Archen	aakeosu	aaken	Aéroptéryx	Arkéapti	Archeops	Archen	Aeropteryx	Flapteryx	Archeops	Archen	Akeos	Aken	Shǐzǔdàniǎo	Shǐzǔxiǎoniǎo	n/a	2	2b	False	False	[('Rock', 'Flying')]	70.5	32.0	55	1.4	87.5	12.5	75	140	65	112	65	110	567	"/wiki/Archeops_(Pok%C3%A9mon)"
0568	Trubbish	ˈtɹʌbɪʃ	n/a	yabukuron	n/a	Miamiasme	n/a	Trubbish	n/a	Unratütox	n/a	Trubbish	n/a	Kkaebongi	n/a	Pòpòdài	n/a	{'Garbodor'}	2	2a	False	False	[('Poison',)]	68.3	31.0	24	0.6	50.0	50.0	50	50	62	40	62	65	329	"/wiki/Trubbish_(Pok%C3%A9mon)"
0569	Garbodor	ɡɑːɹˈboʊdɚ	Trubbish	dasutodasu	yabukuron	Miasmax	Miamiasme	Garbodor	Trubbish	Deponitox	Unratütox	Garbodor	Trubbish	Dustna	Kkaebongi	Huīchénshān	Pòpòdài	n/a	2	2b	False	False	[('Poison',)]	236.6	107.3	75	1.9	50.0	50.0	80	95	82	60	82	75	474	"/wiki/Garbodor_(Pok%C3%A9mon)"
0570	Zorua	ˈzɔːɹuːə	n/a	zoroa	n/a	Zorua	n/a	Zorua	n/a	Zorua	n/a	Zorua	n/a	Zorua	n/a	Suǒluóyǎ	n/a	{'Zoroark'}	2	2a	False	False	[('Normal', 'Ghost'), ('Dark',)]	27.6	12.5	28	0.7	87.5	12.5	40	65	40	80	40	65	330	"/wiki/Zorua_(Pok%C3%A9mon)"
0571	Zoroark	ˈzɔːɹoʊɑːɹk	Zorua	zoroaaku	zoroa	Zoroark	Zorua	Zoroark	Zorua	Zoroark	Zorua	Zoroark	Zorua	Zoroark	Zorua	Suǒluóyǎkè	Suǒluóyǎ	n/a	2	2b	False	False	[('Normal', 'Ghost'), ('Dark',)]	178.8	81.1	63	1.6	87.5	12.5	60	105	60	120	60	105	510	"/wiki/Zoroark_(Pok%C3%A9mon)"
0572	Minccino	mɪnˈtʃiːnoʊ	n/a	chiraamii	n/a	Chinchidou	n/a	Minccino	n/a	Picochilla	n/a	Minccino	n/a	Chillarmy	n/a	Pàomòlìshǔ	n/a	{'Cinccino'}	2	2a	False	False	[('Normal',)]	12.8	5.8	16	0.4	25.0	75.0	55	50	40	40	40	75	300	"/wiki/Minccino_(Pok%C3%A9mon)"
0573	Cinccino	tʃɪnˈtʃiːnoʊ	Minccino	chirachiino	chiraamii	Pashmilla	Chinchidou	Cinccino	Minccino	Chillabell	Picochilla	Cinccino	Minccino	Chillaccino	Chillarmy	Qínuòlìshǔ	Pàomòlìshǔ	n/a	2	2b	False	False	[('Normal',)]	16.5	7.5	20	0.5	25.0	75.0	75	95	60	65	60	115	470	"/wiki/Cinccino_(Pok%C3%A9mon)"
0574	Gothita	ɡɑːθˈiːɾə	n/a	gochimu	n/a	Scrutella	n/a	Gothita	n/a	Mollimorba	n/a	Gothita	n/a	Goditeng	n/a	Gēdébǎobao	n/a	{'Gothorita'}	3	3a	False	False	[('Psychic',)]	12.8	5.8	16	0.4	25.0	75.0	45	30	50	55	65	45	290	"/wiki/Gothita_(Pok%C3%A9mon)"
0575	Gothorita	ˌɡɑːθɔːɹˈiːɾə	Gothita	gochimiru	gochimu	Mesmérella	Scrutella	Gothorita	Gothita	Hypnomorba	Mollimorba	Gothorita	Gothita	Godibomi	Goditeng	Gēdéxiǎotóng	Gēdébǎobao	{'Gothitelle'}	3	3b	False	False	[('Psychic',)]	39.7	18.0	28	0.7	25.0	75.0	60	45	70	75	85	55	390	"/wiki/Gothorita_(Pok%C3%A9mon)"
0576	Gothitelle	ˈɡɑːθɪtɛl	Gothorita	gochiruzeru	gochimiru	Sidérella	Mesmérella	Gothitelle	Gothorita	Morbitesse	Hypnomorba	Gothitelle	Gothorita	Godimoiselle	Godibomi	Gēdéxiǎojiě	Gēdéxiǎotóng	n/a	3	3c	False	False	[('Psychic',)]	97.0	44.0	59	1.5	25.0	75.0	70	55	95	95	110	65	490	"/wiki/Gothitelle_(Pok%C3%A9mon)"
0577	Solosis	soʊˈloʊsɪs	n/a	yuniran	n/a	Nucléos	n/a	Solosis	n/a	Monozyto	n/a	Solosis	n/a	Uniran	n/a	Dānluǎnxìbāoqiú	n/a	{'Duosion'}	3	3a	False	False	[('Psychic',)]	2.2	1.0	12	0.3	50.0	50.0	45	30	40	105	50	20	290	"/wiki/Solosis_(Pok%C3%A9mon)"
0578	Duosion	duːˈoʊʒən	Solosis	daburan	yuniran	Méios	Nucléos	Duosion	Solosis	Mitodos	Monozyto	Duosion	Solosis	Dyuran	Uniran	Shuāngluǎnxìbāoqiú	Dānluǎnxìbāoqiú	{'Reuniclus'}	3	3b	False	False	[('Psychic',)]	17.6	8.0	24	0.6	50.0	50.0	65	40	50	125	60	30	370	"/wiki/Duosion_(Pok%C3%A9mon)"
0579	Reuniclus	ˌɹiːjuːˈniːkləs	Duosion	rankurusu	daburan	Symbios	Méios	Reuniclus	Duosion	Zytomega	Mitodos	Reuniclus	Duosion	Lanculus	Dyuran	Rénzàoxìbāoluǎn	Shuāngluǎnxìbāoqiú	n/a	3	3c	False	False	[('Psychic',)]	44.3	20.1	39	1.0	50.0	50.0	110	65	75	125	85	30	490	"/wiki/Reuniclus_(Pok%C3%A9mon)"
0580	Ducklett	ˈdʌklət	n/a	koaruhii	n/a	Couaneton	n/a	Ducklett	n/a	Piccolente	n/a	Ducklett	n/a	Kkojibori	n/a	Yābǎobao	n/a	{'Swanna'}	2	2a	False	False	[('Water', 'Flying')]	12.1	5.5	20	0.5	50.0	50.0	62	44	50	44	50	55	305	"/wiki/Ducklett_(Pok%C3%A9mon)"
0581	Swanna	ˈswɑːnə	Ducklett	suwanna	koaruhii	Lakmécygne	Couaneton	Swanna	Ducklett	Swaroness	Piccolente	Swanna	Ducklett	Swanna	Kkojibori	Wǔtiān'é	Yābǎobao	n/a	2	2b	False	False	[('Water', 'Flying')]	53.4	24.2	51	1.3	50.0	50.0	75	87	63	87	63	98	473	"/wiki/Swanna_(Pok%C3%A9mon)"
0582	Vanillite	vəˈnɪlaɪt	n/a	baniputchi	n/a	Sorbébé	n/a	Vanillite	n/a	Gelatini	n/a	Vanillite	n/a	Vanipeti	n/a	Mínǐbīng	n/a	{'Vanillish'}	3	3a	False	False	[('Ice',)]	12.6	5.7	16	0.4	50.0	50.0	36	50	50	65	60	44	305	"/wiki/Vanillite_(Pok%C3%A9mon)"
0583	Vanillish	vəˈnɪlɪʃ	Vanillite	baniritchi	baniputchi	Sorboul	Sorbébé	Vanillish	Vanillite	Gelatroppo	Gelatini	Vanillish	Vanillite	Vanirich	Vanipeti	Duōduōbīng	Mínǐbīng	{'Vanilluxe'}	3	3b	False	False	[('Ice',)]	90.4	41.0	43	1.1	50.0	50.0	51	65	65	80	75	59	395	"/wiki/Vanillish_(Pok%C3%A9mon)"
0584	Vanilluxe	vəˈnɪlʌks	Vanillish	baibanira	baniritchi	Sorbouboul	Sorboul	Vanilluxe	Vanillish	Gelatwino	Gelatroppo	Vanilluxe	Vanillish	Baevanilla	Vanirich	Shuāngbèiduōduōbīng	Duōduōbīng	n/a	3	3c	False	False	[('Ice',)]	126.8	57.5	51	1.3	50.0	50.0	71	95	85	110	95	79	535	"/wiki/Vanilluxe_(Pok%C3%A9mon)"
0585	Deerling	ˈdɪɹlɪŋ	n/a	shikijika	n/a	Vivaldaim	n/a	Deerling	n/a	Sesokitz	n/a	Deerling	n/a	Sacheolrok	n/a	Sìjìlù	n/a	{'Sawsbuck'}	2	2a	False	False	[('Normal', 'Grass')]	43.0	19.5	24	0.6	50.0	50.0	60	60	50	40	50	75	335	"/wiki/Deerling_(Pok%C3%A9mon)"
0586	Sawsbuck	ˈsɑːzbʌk	Deerling	mebukijika	shikijika	Haydaim	Vivaldaim	Sawsbuck	Deerling	Kronjuwild	Sesokitz	Sawsbuck	Deerling	Baracheolrok	Sacheolrok	Méngyálù	Sìjìlù	n/a	2	2b	False	False	[('Normal', 'Grass')]	203.9	92.5	75	1.9	50.0	50.0	80	100	70	60	70	95	475	"/wiki/Sawsbuck_(Pok%C3%A9mon)"
0587	Emolga	əˈmɔːlɡə	n/a	emonga	n/a	Emolga	n/a	Emolga	n/a	Emolga	n/a	Emolga	n/a	Emonga	n/a	Diànfēishǔ	n/a	n/a	1	1a	False	False	[('Electric', 'Flying')]	11.0	5.0	16	0.4	50.0	50.0	55	75	60	75	60	103	428	"/wiki/Emolga_(Pok%C3%A9mon)"
0588	Karrablast	ˈkɑːɹəblæst	n/a	kaburumo	n/a	Carabing	n/a	Karrablast	n/a	Laukaps	n/a	Karrablast	n/a	Ttakjeonggon	n/a	Gàigàichóng	n/a	{'Escavalier'}	2	2a	False	False	[('Bug',)]	13.0	5.9	20	0.5	50.0	50.0	50	75	45	40	45	60	315	"/wiki/Karrablast_(Pok%C3%A9mon)"
0589	Escavalier	ˌɛskævəˈlɪɹ	Karrablast	shubarugo	kaburumo	Lançargot	Carabing	Escavalier	Karrablast	Cavalanzas	Laukaps	Escavalier	Karrablast	Chevargo	Ttakjeonggon	Qíshìguāniú	Gàigàichóng	n/a	2	2b	False	False	[('Bug', 'Steel')]	72.8	33.0	39	1.0	50.0	50.0	70	135	105	60	105	20	495	"/wiki/Escavalier_(Pok%C3%A9mon)"
0590	Foongus	ˈfuːŋɡəs	n/a	tamagetake	n/a	Trompignon	n/a	Foongus	n/a	Tarnpignon	n/a	Foongus	n/a	Kamnolberseul	n/a	Āiyāqiúgū	n/a	{'Amoonguss'}	2	2a	False	False	[('Grass', 'Poison')]	2.2	1.0	8	0.2	50.0	50.0	69	55	45	55	55	15	294	"/wiki/Foongus_(Pok%C3%A9mon)"
0591	Amoonguss	əˈmuːŋɡəs	Foongus	morobareru	tamagetake	Gaulet	Trompignon	Amoonguss	Foongus	Hutsassa	Tarnpignon	Amoonguss	Foongus	Pporokna	Kamnolberseul	Bàilùqiúgū	Āiyāqiúgū	n/a	2	2b	False	False	[('Grass', 'Poison')]	23.1	10.5	24	0.6	50.0	50.0	114	85	70	85	80	30	464	"/wiki/Amoonguss_(Pok%C3%A9mon)"
0592	Frillish	ˈfɹɪlɪʃ	n/a	pururiru	n/a	Viskuse	n/a	Frillish	n/a	Quabbel	n/a	Frillish	n/a	Tengguril	n/a	Qīngpiāopiāo	n/a	{'Jellicent'}	2	2a	False	False	[('Water', 'Ghost')]	72.8	33.0	47	1.2	50.0	50.0	55	40	50	65	85	40	335	"/wiki/Frillish_(Pok%C3%A9mon)"
0593	Jellicent	ˈdʒɛlɪsənt	Frillish	burungeru	pururiru	Moyade	Viskuse	Jellicent	Frillish	Apoquallyp	Quabbel	Jellicent	Frillish	Taengtaenggel	Tengguril	Pàngdūdū	Qīngpiāopiāo	n/a	2	2b	False	False	[('Water', 'Ghost')]	297.6	135.0	87	2.2	50.0	50.0	100	60	70	85	105	60	480	"/wiki/Jellicent_(Pok%C3%A9mon)"
0594	Alomomola	əˌloʊməˈmoʊlə	n/a	mamanbou	n/a	Mamanbo	n/a	Alomomola	n/a	Mamolida	n/a	Alomomola	n/a	Mambokchi	n/a	Bǎomǔmànbō	n/a	n/a	1	1a	False	False	[('Water',)]	69.7	31.6	47	1.2	50.0	50.0	165	75	80	40	45	65	470	"/wiki/Alomomola_(Pok%C3%A9mon)"
0595	Joltik	ˈdʒɔːltɪk	n/a	bachuru	n/a	Statitik	n/a	Joltik	n/a	Wattzapf	n/a	Joltik	n/a	Pazzouok	n/a	Diàndiànchóng	n/a	{'Galvantula'}	2	2a	False	False	[('Bug', 'Electric')]	1.3	0.6	4	0.1	50.0	50.0	50	47	50	57	50	65	319	"/wiki/Joltik_(Pok%C3%A9mon)"
0596	Galvantula	ɡælˈvæntʃuːlə	Joltik	denchura	bachuru	Mygavolt	Statitik	Galvantula	Joltik	Voltula	Wattzapf	Galvantula	Joltik	Jeontula	Pazzouok	Diànzhīzhū	Diàndiànchóng	n/a	2	2b	False	False	[('Bug', 'Electric')]	31.5	14.3	31	0.8	50.0	50.0	70	77	60	97	60	108	472	"/wiki/Galvantula_(Pok%C3%A9mon)"
0597	Ferroseed	fɚˈɑːsiːd	n/a	tesshiido	n/a	Grindur	n/a	Ferroseed	n/a	Kastadur	n/a	Ferroseed	n/a	Cheolseed	n/a	Zhǒngzǐtiěqiú	n/a	{'Ferrothorn'}	2	2a	False	False	[('Grass', 'Steel')]	41.4	18.8	24	0.6	50.0	50.0	44	50	91	24	86	10	305	"/wiki/Ferroseed_(Pok%C3%A9mon)"
0598	Ferrothorn	fɚˈɑːθɔːɹn	Ferroseed	nattorei	tesshiido	Noacier	Grindur	Ferrothorn	Ferroseed	Tentantel	Kastadur	Ferrothorn	Ferroseed	Nutryung	Cheolseed	Jiānguǒyǎlíng	Zhǒngzǐtiěqiú	n/a	2	2b	False	False	[('Grass', 'Steel')]	242.5	110.0	39	1.0	50.0	50.0	74	94	131	54	116	20	489	"/wiki/Ferrothorn_(Pok%C3%A9mon)"
0599	Klink	ˈklɪŋk	n/a	giaru	n/a	Tic	n/a	Klink	n/a	Klikk	n/a	Klink	n/a	Giaru	n/a	Chǐlún'ér	n/a	{'Klang'}	3	3a	False	False	[('Steel',)]	46.3	21.0	12	0.3	???	???	40	55	70	45	60	30	300	"/wiki/Klink_(Pok%C3%A9mon)"
0600	Klang	ˈklæŋ	Klink	gigiaru	giaru	Clic	Tic	Klang	Klink	Kliklak	Klikk	Klang	Klink	Gigiaru	Giaru	Chǐlúnzǔ	Chǐlún'ér	{'Klinklang'}	3	3b	False	False	[('Steel',)]	112.4	51.0	24	0.6	???	???	60	80	95	70	85	50	440	"/wiki/Klang_(Pok%C3%A9mon)"
0601	Klinklang	ˈklɪŋklæŋ	Klang	gigigiaru	gigiaru	Cliticlic	Clic	Klinklang	Klang	Klikdiklak	Kliklak	Klinklang	Klang	Gigigiaru	Gigiaru	Chǐlúnguài	Chǐlúnzǔ	n/a	3	3c	False	False	[('Steel',)]	178.6	81.0	24	0.6	???	???	60	100	115	70	85	90	520	"/wiki/Klinklang_(Pok%C3%A9mon)"
0602	Tynamo	ˈtaɪnəmoʊ	n/a	shibishirasu	n/a	Anchwatt	n/a	Tynamo	n/a	Zapplardin	n/a	Tynamo	n/a	Jeorieo	n/a	Mámáxiǎoyú	n/a	{'Eelektrik'}	3	3a	False	False	[('Electric',)]	0.7	0.3	8	0.2	50.0	50.0	35	55	40	45	40	60	275	"/wiki/Tynamo_(Pok%C3%A9mon)"
0603	Eelektrik	ˈiːlɛktɹɪk	Tynamo	shibibiiru	shibishirasu	Lampéroie	Anchwatt	Eelektrik	Tynamo	Zapplalek	Zapplardin	Eelektrik	Tynamo	Jeoriril	Jeorieo	Mámámán	Mámáxiǎoyú	{'Eelektross'}	3	3b	False	False	[('Electric',)]	48.5	22.0	47	1.2	50.0	50.0	65	85	70	75	70	40	405	"/wiki/Eelektrik_(Pok%C3%A9mon)"
0604	Eelektross	ˈiːlɛktɹaːs	Eelektrik	shibirudon	shibibiiru	Ohmassacre	Lampéroie	Eelektross	Eelektrik	Zapplarang	Zapplalek	Eelektross	Eelektrik	Jeorideof	Jeoriril	Mámámányúwáng	Mámámán	n/a	3	3c	False	False	[('Electric',)]	177.5	80.5	83	2.1	50.0	50.0	85	115	80	105	80	50	515	"/wiki/Eelektross_(Pok%C3%A9mon)"
0605	Elgyem	ˈɛldʒiːjɛm	n/a	riguree	n/a	Lewsor	n/a	Elgyem	n/a	Pygraulon	n/a	Elgyem	n/a	Ligray	n/a	Xiǎohuīguài	n/a	{'Beheeyem'}	2	2a	False	False	[('Psychic',)]	19.8	9.0	20	0.5	50.0	50.0	55	55	55	85	55	30	335	"/wiki/Elgyem_(Pok%C3%A9mon)"
0606	Beheeyem	ˈbiːhiːjɛm	Elgyem	oobemu	riguree	Neitram	Lewsor	Beheeyem	Elgyem	Megalon	Pygraulon	Beheeyem	Elgyem	Bemk	Ligray	Dàyǔguài	Xiǎohuīguài	n/a	2	2b	False	False	[('Psychic',)]	76.1	34.5	39	1.0	50.0	50.0	75	75	75	125	95	40	485	"/wiki/Beheeyem_(Pok%C3%A9mon)"
0607	Litwick	ˈlɪtwɪk	n/a	hitomoshi	n/a	Funécire	n/a	Litwick	n/a	Lichtel	n/a	Litwick	n/a	Bulkyeomi	n/a	Zhúguānglíng	n/a	{'Lampent'}	3	3a	False	False	[('Ghost', 'Fire')]	6.8	3.1	12	0.3	50.0	50.0	50	30	55	65	55	20	275	"/wiki/Litwick_(Pok%C3%A9mon)"
0608	Lampent	ˈlæmpɛnt	Litwick	ranpuraa	hitomoshi	Mélancolux	Funécire	Lampent	Litwick	Laternecto	Lichtel	Lampent	Litwick	Lampler	Bulkyeomi	Dēnghuǒyōulíng	Zhúguānglíng	{'Chandelure'}	3	3b	False	False	[('Ghost', 'Fire')]	28.7	13.0	24	0.6	50.0	50.0	60	40	60	95	60	55	370	"/wiki/Lampent_(Pok%C3%A9mon)"
0609	Chandelure	ʃændəˈlʊəɹ	Lampent	shandera	ranpuraa	Lugulabre	Mélancolux	Chandelure	Lampent	Skelabra	Laternecto	Chandelure	Lampent	Chandela	Lampler	Shuǐjīngdēnghuǒlíng	Dēnghuǒyōulíng	n/a	3	3c	False	False	[('Ghost', 'Fire')]	75.6	34.3	39	1.0	50.0	50.0	60	55	90	145	90	80	520	"/wiki/Chandelure_(Pok%C3%A9mon)"
0610	Axew	ˈæksjuː	n/a	kibago	n/a	Coupenotte	n/a	Axew	n/a	Milza	n/a	Axew	n/a	Teogeomni	n/a	Yáyá	n/a	{'Fraxure'}	3	3a	False	False	[('Dragon',)]	39.7	18.0	24	0.6	50.0	50.0	46	87	60	30	40	57	320	"/wiki/Axew_(Pok%C3%A9mon)"
0611	Fraxure	ˈfɹækʃɚ	Axew	onondo	kibago	Incisache	Coupenotte	Fraxure	Axew	Sharfax	Milza	Fraxure	Axew	Axndo	Teogeomni	Fǔyálóng	Yáyá	{'Haxorus'}	3	3b	False	False	[('Dragon',)]	79.4	36.0	39	1.0	50.0	50.0	66	117	70	40	50	67	410	"/wiki/Fraxure_(Pok%C3%A9mon)"
0612	Haxorus	ˈhæksɔːɹəs	Fraxure	ononokusu	onondo	Tranchodon	Incisache	Haxorus	Fraxure	Maxax	Sharfax	Haxorus	Fraxure	Axrise	Axndo	Shuāngfǔzhànlóng	Fǔyálóng	n/a	3	3c	False	False	[('Dragon',)]	232.6	105.5	71	1.8	50.0	50.0	76	147	90	60	70	97	540	"/wiki/Haxorus_(Pok%C3%A9mon)"
0613	Cubchoo	ˈkʌbtʃuː	n/a	kumashun	n/a	Polarhume	n/a	Cubchoo	n/a	Petznief	n/a	Cubchoo	n/a	Kogomi	n/a	Pēntìxióng	n/a	{'Beartic'}	2	2a	False	False	[('Ice',)]	18.7	8.5	20	0.5	50.0	50.0	55	70	40	60	40	40	305	"/wiki/Cubchoo_(Pok%C3%A9mon)"
0614	Beartic	ˈbɛɹtɪk	Cubchoo	tsunbeaa	kumashun	Polagriffe	Polarhume	Beartic	Cubchoo	Siberio	Petznief	Beartic	Cubchoo	Tunbear	Kogomi	Dòngyuánxióng	Pēntìxióng	n/a	2	2b	False	False	[('Ice',)]	573.2	260.0	102	2.6	50.0	50.0	95	110	80	70	80	50	485	"/wiki/Beartic_(Pok%C3%A9mon)"
0615	Cryogonal	kɹaɪˈɑːɡənəl	n/a	furiijio	n/a	Hexagel	n/a	Cryogonal	n/a	Frigometri	n/a	Cryogonal	n/a	Freegeo	n/a	Jǐhéxuěhuā	n/a	n/a	1	1a	False	False	[('Ice',)]	326.3	148.0	43	1.1	???	???	70	50	30	95	135	105	485	"/wiki/Cryogonal_(Pok%C3%A9mon)"
0616	Shelmet	ˈʃɛlmət	n/a	chobomaki	n/a	Escargaume	n/a	Shelmet	n/a	Schnuthelm	n/a	Shelmet	n/a	Jjomari	n/a	Xiǎozuǐguā	n/a	{'Accelgor'}	2	2a	False	False	[('Bug',)]	17.0	7.7	16	0.4	50.0	50.0	50	40	85	40	65	25	305	"/wiki/Shelmet_(Pok%C3%A9mon)"
0617	Accelgor	ækˈsɛlɡɔːɹ	Shelmet	agirudaa	chobomaki	Limaspeed	Escargaume	Accelgor	Shelmet	Hydragil	Schnuthelm	Accelgor	Shelmet	Eojirideo	Jjomari	Mǐnjiéchóng	Xiǎozuǐguā	n/a	2	2b	False	False	[('Bug',)]	55.8	25.3	31	0.8	50.0	50.0	80	70	40	100	60	145	495	"/wiki/Accelgor_(Pok%C3%A9mon)"
0618	Stunfisk	ˈstʌnfɪsk	n/a	maggyo	n/a	Limonde	n/a	Stunfisk	n/a	Flunschlik	n/a	Stunfisk	n/a	Medeo	n/a	Níbāyú	n/a	n/a	1	1a	False	False	[('Ground', 'Electric'), ('Ground', 'Steel')]	24.3	11.0	28	0.7	50.0	50.0	109	66	84	81	99	32	471	"/wiki/Stunfisk_(Pok%C3%A9mon)"
0619	Mienfoo	ˈmiːnfuː	n/a	kojofuu	n/a	Kungfouine	n/a	Mienfoo	n/a	Lin-Fu	n/a	Mienfoo	n/a	Bizofu	n/a	Gōngfuyòu	n/a	{'Mienshao'}	2	2a	False	False	[('Fighting',)]	44.1	20.0	35	0.9	50.0	50.0	45	85	50	55	50	65	350	"/wiki/Mienfoo_(Pok%C3%A9mon)"
